date,close,high,low,open,volume
2023-07-03,234.82568359375,235.24999474016627,232.2995114980598,233.86849908070238,3087400
2023-07-05,236.2861328125,236.8288686479196,230.89828448277723,231.31273319605023,7601200
2023-07-06,235.72364807128906,236.43413580944522,233.56258245582842,235.12170748916154,6441800
2023-07-07,233.3257598876953,235.28947124259471,233.00999590889197,233.60205901558817,5729200
2023-07-10,235.01316833496094,235.9407504167571,233.37509849081763,233.87835438199147,4858900
2023-07-11,237.37156677246094,237.51957876898186,234.97366702862118,235.6545523269605,3857100
2023-07-12,239.0096435546875,240.7266429939299,238.04258162483637,238.35836063634008,6116000
2023-07-13,240.09510803222656,241.04243004114687,239.9372185212111,240.56876150810047,5819600
2023-07-14,239.94711303710938,241.50623819028107,238.76297173489024,241.49636068440952,4940600
2023-07-17,240.76611328125,242.1278688067397,239.78918894275338,239.89773609147522,4328100
2023-07-18,237.58868408203125,239.96682904709044,234.53950114385032,239.88789934608283,7674700
2023-07-19,238.2301025390625,239.38464145825884,236.94727649867528,238.0623505652142,4835500
2023-07-20,236.453857421875,238.41756865106203,235.91113670644052,237.9735175851737,4695000
2023-07-21,236.08877563476562,237.1742472927375,235.57564220943584,236.57230665643922,5426800
2023-07-24,237.55906677246094,238.09192503527572,235.04275734561034,236.51306008508692,6010000
2023-07-25,235.53616333007812,237.6182842538832,235.4078762170921,236.84859169031287,4997500
2023-07-26,233.96717834472656,235.69405540741425,224.67163256268972,228.36222096295884,7551400
2023-07-27,231.34231567382812,235.5065574601156,229.8818753256336,234.28293632357966,8160100
2023-07-28,232.63502502441406,232.76331214707105,230.62198625805502,231.48048609202334,6794800
2023-07-31,234.58885192871094,235.26973731745682,232.8817147610895,232.8817147610895,4799600
2023-08-01,236.6117401123047,237.54918457043007,233.86847398490363,234.00662353602556,4627300
2023-08-02,234.4210968017578,235.6348404895606,233.66126666222513,235.47696602682552,4868200
2023-08-03,235.60523986816406,235.8914165073086,232.14162319558395,232.88171338643065,5033800
2023-08-04,235.8321990966797,238.71361494551252,234.69738516372965,234.8552746763932,5167700
2023-08-07,238.31887817382812,238.98002353275052,236.04928054598216,236.0591429935463,5649800
2023-08-08,236.12823486328125,238.1708910099483,234.2533457429017,237.2433088983511,5080600
2023-08-09,236.59202575683594,238.77283146817047,236.32560413045866,237.3222534958672,4055000
2023-08-10,237.43238830566406,241.17933677279936,237.3631760890806,237.88715541140186,4778000
2023-08-11,237.313720703125,237.98600539556858,235.71212480438493,237.2741816437983,3606800
2023-08-14,240.1412353515625,240.56635943230947,237.5312199926172,237.9860021388249,4351100
2023-08-15,237.1061248779297,239.91386586614482,236.6315807172916,239.26135821683815,3770100
2023-08-16,236.572265625,238.33206321641353,233.3394153962477,233.84361765845517,3218600
2023-08-17,234.6740264892578,237.64984957558545,233.8040314916323,237.27416066051782,4177600
2023-08-18,235.4649658203125,236.33497598635435,232.62756687263456,232.90438554628673,4344800
2023-08-21,236.74032592773438,237.79816549679694,235.0596217070308,236.66123272207298,3573600
2023-08-22,237.83773803710938,238.6879561213821,235.95930819971483,237.2742045602447,3848700
2023-08-23,239.54808044433594,239.78534498930432,237.98602348618212,238.57921501957782,4947700
2023-08-24,236.75021362304688,240.7937577069702,236.64146234786983,239.4986384842626,4570700
2023-08-25,239.8149871826172,240.6454431537688,237.48179058355885,238.63850034740972,3541500
2023-08-28,241.06069946289062,242.44479291076806,239.84467342757782,240.2500053823573,3741500
2023-08-29,242.5535430908203,243.0379833381301,240.63557426065913,240.7344445431263,3975600
2023-08-30,243.43344116210938,245.41072618331756,243.25549275123464,243.62128565280216,4573300
2023-08-31,242.8896942138672,245.20312924365606,242.66231065151834,242.80072000496824,5532600
2023-09-01,245.29208374023438,246.04344658636845,243.96730645146368,244.65935316309861,4111800
2023-09-05,242.5535430908203,245.86550144213822,242.4151337466585,245.52936661852922,4459600
2023-09-06,243.36422729492188,243.85854851622997,241.43637754891756,242.63262645661075,4520300
2023-09-07,244.3330841064453,244.59012570174696,242.32614122507093,242.71171116076636,4007900
2023-09-08,244.4813995361328,245.32175170340105,243.64106245435204,244.97572079088178,3309100
2023-09-11,244.41220092773438,245.53925277833082,243.47299356648523,244.52095220654135,2995800
2023-09-12,244.4912872314453,244.94605432234573,243.21592999005657,244.13537533681205,3499600
2023-09-13,245.01527404785156,247.21994261207564,243.80912898381263,244.342989299385,5657000
2023-09-14,238.75717163085938,242.75128082508186,236.03840466611874,242.21742049507472,12000000
2023-09-15,238.33204650878906,241.32763197379356,237.3038498963233,239.15260648030323,13051300
2023-09-18,241.88125610351562,242.44477443381686,238.0354377248421,238.2035051245981,4771600
2023-09-19,240.79376220703125,242.33604207619246,238.7176220314247,242.21740980486842,4709000
2023-09-20,239.1130828857422,241.75275663032448,238.92523839138258,240.86298438760696,5756600
2023-09-21,233.9226837158203,238.0453207990099,233.58654891337002,238.03543980558,6881500
2023-09-22,232.4100799560547,235.08929267448733,232.2123544737938,234.06111111543837,5935500
2023-09-25,230.7095947265625,232.79563082706727,229.57266198272467,232.70665663017272,5921600
2023-09-26,227.041748046875,230.02745267283564,226.99232798940378,229.29585177931244,6193200
2023-09-27,226.89344787597656,228.06003875474087,225.33139095615803,227.64481072574915,6006700
2023-09-28,229.02890014648438,229.89889519329603,227.06149635567033,228.05013874764984,4203900
2023-09-29,227.39764404296875,230.38334845998662,227.04173215825477,230.1955039811811,6044200
2023-10-02,228.64334106445312,228.74219625704959,226.17173496724513,226.63639812035916,5175200
2023-10-03,226.2112579345703,229.11786891178912,225.19295750180117,227.85240788688213,5585700
2023-10-04,228.59390258789062,229.0684467276899,226.2804829351971,226.87365933857467,5430900
2023-10-05,230.8282470703125,231.53018988412583,227.6052779455832,227.79312243458202,6126200
2023-10-06,232.37051391601562,233.9029127247149,230.1065293518436,230.521757368987,6401000
2023-10-09,231.77734375,232.4990485312484,229.0684579435997,230.15597069793589,5372200
2023-10-10,233.91281127929688,235.51440723172587,231.6191535388185,232.23210703459023,4644000
2023-10-11,233.0032501220703,235.80111012283106,232.22222920827224,234.85202179936726,4760900
2023-10-12,234.09075927734375,235.0299665924534,232.22222564089876,234.02156214995,4472800
2023-10-13,234.9706573486328,235.9395227589612,233.547009758076,233.7051961760239,4966800
2023-10-16,237.3433837890625,237.97611430985992,235.62314061432315,236.28552919972938,6227300
2023-10-17,238.46055603027344,238.73737470955916,235.58360287896127,236.9083952275276,4527600
2023-10-18,234.7729034423828,238.09474238964114,234.29835933148456,237.23462836010958,9528300
2023-10-19,231.15447998046875,235.21780089798912,230.75902904978716,234.77291482960084,5927400
2023-10-20,230.72938537597656,233.092240285074,229.99778451454748,231.4708672313689,5748300
2023-10-23,228.90036010742188,231.79709001230157,228.65319952206116,228.73229271963478,5071700
2023-10-24,231.98492431640625,233.84357678518123,230.24491918925614,230.24491918925614,6844100
2023-10-25,234.15997314453125,235.77145009936137,228.66310838433952,229.6122117854155,10365300
2023-10-26,228.65322875976562,232.93405245585677,227.74367949959307,231.90587092689685,6414500
2023-10-27,226.66604614257812,228.7619631927798,225.44012414191135,228.54446065902465,5540900
2023-10-30,230.43280029296875,230.72939606596475,227.41743759090355,229.5529090538895,5170300
2023-10-31,232.42984008789062,233.04279356386675,230.3438039682938,230.91721838489474,4828400
2023-11-01,235.87033081054688,236.32509791527735,233.0032584928413,233.45804068305924,4996200
2023-11-02,240.48727416992188,240.48727416992188,236.48326926017018,237.18521203205205,6286700
2023-11-03,240.8332977294922,242.53376388590377,239.50850543171615,242.3360233350065,5029800
2023-11-06,240.7245635986328,241.99990576399412,239.85455338630132,241.22876583415015,5254100
2023-11-07,241.99002075195312,242.28661650900395,240.61580832692164,240.64546639407803,4219700
2023-11-08,241.65316772460938,242.48539179447386,240.5534376617158,241.23705568967713,5117500
2023-11-09,239.40415954589844,242.21787804491967,238.74036071731544,242.06927200777534,4866600
2023-11-10,242.98077392578125,243.00059310459625,239.73112400990286,241.72252062909783,4094400
2023-11-13,242.40611267089844,243.40676188842943,241.85129666444158,242.73306105704674,4088500
2023-11-14,244.65512084960938,245.63595092183883,243.30770402612387,243.89224125751758,14092000
2023-11-15,245.81430053710938,245.9431025171035,243.06992642464007,244.52632608997772,13258900
2023-11-16,246.27003479003906,247.14188203201326,244.9820604272835,246.28983884904594,7051600
2023-11-17,247.25088500976562,247.92460101105183,246.35921851839655,247.14190220592243,7238200
2023-11-20,247.6571044921875,248.60821343702435,243.32754361655225,247.30043485847267,8604200
2023-11-21,249.8961639404297,250.9958939455716,247.71652310722664,247.71652310722664,7213700
2023-11-22,251.3723907470703,252.18479562208603,250.32220109230207,250.65905152541583,5701400
2023-11-24,251.94700622558594,252.34329904319645,251.15440547276293,251.83802343310273,1640900
2023-11-27,251.7884979248047,252.62072196150794,250.18349226579085,251.94702110825372,5478900
2023-11-28,250.599609375,251.7984050698799,249.28191373131648,251.5011929918787,5234900
2023-11-29,251.87767028808594,253.7006567258131,251.17424820322236,251.5705410579959,4955100
2023-11-30,254.30499267578125,254.39415629858465,250.82747532802122,251.8974841544712,6874700
2023-12-01,254.0771484375,254.53288371396204,251.5507247682973,253.42323649616893,3939400
2023-12-04,252.08572387695312,255.00844025613793,251.9965602558018,253.5421234928362,5247500
2023-12-05,252.254150390625,252.46221395865416,249.80700354682997,251.83803837216954,4199100
2023-12-06,251.93710327148438,254.45359455204084,251.18414082856575,253.433141245087,3874000
2023-12-07,253.45297241210938,253.77001879313812,251.15443150246162,252.53156959514772,3589300
2023-12-08,253.37368774414062,253.6709149198881,251.52098024862266,252.6405293929772,3732300
2023-12-11,254.14645385742188,255.24619894142978,252.64052903958492,252.64052903958492,6479300
2023-12-12,257.15838623046875,257.3169094386905,254.02762089731308,254.91928748775118,5946600
2023-12-13,259.9522705078125,260.0513512806981,256.2964107053426,256.7521459783683,4859900
2023-12-14,256.3360290527344,260.8141954266687,254.0275711890383,260.7547530146186,8168700
2023-12-15,255.64251708984375,255.9793675337103,252.09564004606298,252.15508246349782,13373600
2023-12-18,255.97938537597656,257.18809834008016,255.56328842492988,256.30634892986546,6041100
2023-12-19,257.5843200683594,257.93108758857267,254.82015752298156,256.2170842793591,8731200
2023-12-20,254.73101806640625,258.4067122361649,254.70129685748242,258.0896658508388,7240900
2023-12-21,257.1385498046875,257.58436792619153,254.66168167897632,255.1273340960183,6246700
2023-12-22,256.038818359375,258.7930946533989,255.83076989152082,257.5942988821518,5111500
2023-12-26,256.7620849609375,257.3367051162082,256.13790929740645,256.13790929740645,2085100
2023-12-27,256.5341796875,257.36640375414606,255.91992122653792,256.85122606580524,4034700
2023-12-28,257.9905700683594,258.55530324026876,256.1477947518624,256.1477947518624,3020500
2023-12-29,257.9410400390625,259.0407549201765,257.2673391982789,258.15900563286954,4074600
2024-01-02,256.4747619628906,257.68347494074123,255.28588328259784,257.2079053274983,5471000
2024-01-03,255.59298706054688,256.4648192450911,254.4833247402778,256.1576900156616,4148300
2024-01-04,257.2078857421875,258.62467732525454,255.61279714114426,255.68215670689588,3843000
2024-01-05,257.28717041015625,259.0407822577569,256.3558655233514,258.367081345875,3748400
2024-01-08,260.11077880859375,260.1900252812421,257.5447471843323,258.5255772387814,4659000
2024-01-09,260.8934326171875,261.1807577553453,258.7237241841299,259.57575221667634,7055800
2024-01-10,262.1120910644531,262.91459392126956,260.42780863879517,262.51830106676374,4355800
2024-01-11,261.58697509765625,263.7269926213595,259.97205236667617,263.00373629978805,5599000
2024-01-12,261.7256774902344,263.09288310518554,261.2699120500483,262.6767862504794,4656100
2024-01-16,262.7857971191406,263.2019242774563,259.9225532213465,261.08171059949865,6196400
2024-01-17,264.1629333496094,264.62858574755836,261.9436692752339,261.9733904821155,5118700
2024-01-18,265.6589660644531,266.2930285438062,263.9548796880849,265.4013621197634,6694300
2024-01-19,268.3934326171875,268.6411194376602,264.5790495348663,265.6985988010361,7224600
2024-01-22,268.690673828125,269.83002715053095,267.8584195078069,269.72102922766726,5984300
2024-01-23,268.75006103515625,269.35440223754955,267.4125464378843,269.0373559173426,5883000
2024-01-24,269.1365051269531,270.335300925849,268.57177189454427,270.0480059705889,5021700
2024-01-25,270.08758544921875,270.25602578030754,268.2943353977244,269.43371889023007,6894900
2024-01-26,265.4608459472656,268.36372841067185,263.1425007889842,263.4793512579438,8586500
2024-01-29,271.1278991699219,272.5248564366536,264.24219360943994,264.49979757265777,6574500
2024-01-30,274.5855712890625,276.0618051278423,271.65296814057774,272.0492609603399,6549000
2024-01-31,270.7315979003906,277.39930741158423,270.65232119022977,274.55586769748584,6139300
2024-02-01,274.48651123046875,274.62523035721165,270.8306514896252,270.8604029326755,7065000
2024-02-02,274.61529541015625,275.92308894093935,273.12917464386754,275.0413094400433,4848700
2024-02-05,273.0301208496094,275.4277425595543,272.58430271680646,274.8332881472764,4899100
2024-02-06,274.1992492675781,274.318134113248,271.49449808774784,272.2573626709364,4400000
2024-02-07,276.8049011230469,276.95350717018016,274.49644299514716,276.7949839748353,4785900
2024-02-08,273.7377624511719,277.58903469579434,273.24146510607284,277.4699281796243,5833400
2024-02-09,274.3829345703125,275.1273805652487,272.0602667011017,272.9635314766145,4618300
2024-02-12,273.0329895019531,274.621146836567,272.20911906408804,274.3829035468468,3676200
2024-02-13,273.7675476074219,275.9413324699908,270.74014582465566,271.7228049052518,5493800
2024-02-14,275.50457763671875,275.5840021746026,272.67567673342705,274.4226530678416,4218400
2024-02-15,278.8992919921875,279.03823950966313,275.5046045186885,275.5939344138347,4834800
2024-02-16,276.4971618652344,279.03820173289955,275.8122691369137,278.8793829547224,6630100
2024-02-20,273.1123962402344,274.78988352594354,271.3158024500034,272.536704704518,6157200
2024-02-21,274.7105407714844,274.9189771934615,271.50444872985065,272.5963090452359,4771100
2024-02-22,281.64874267578125,281.9564446056861,276.9140769197355,277.1125776823528,5100200
2024-02-23,281.4998474121094,283.83245088643974,281.4005818892812,282.6115485679814,5107700
2024-02-26,282.0457763671875,283.23690211715154,280.5668199657775,280.944010796319,3856900
2024-02-27,281.07305908203125,282.06565379811605,279.45512484815913,282.06565379811605,4145200
2024-02-28,283.51483154296875,284.0111288974069,279.9911021515062,280.0109734322991,4358800
2024-02-29,280.5469970703125,283.5446223358816,280.0903816714788,283.3858035395379,6633700
2024-03-01,281.0630798339844,282.800120317627,280.0208373688495,281.1027920981106,3955400
2024-03-04,278.45257568359375,280.90428567838654,276.07035458421416,280.7156902717421,5920300
2024-03-05,277.31109619140625,278.9091590265801,275.62367318177337,278.19448967199946,6227900
2024-03-06,278.35333251953125,279.9117135136841,277.24163126996064,277.92652405614024,4535200
2024-03-07,276.19940185546875,279.0878559727126,274.1149469955254,278.79999503751077,5668500
2024-03-08,277.9662170410156,279.5841511833119,276.7651556925911,276.93391011307216,3928800
2024-03-11,278.48236083984375,278.6907972408818,275.93138524370715,277.38059528562854,4614000
2024-03-12,281.8175048828125,282.373355500027,278.21438121979173,279.2268169243781,7988700
2024-03-13,283.0284729003906,283.98135534960835,281.7182406004744,282.5520165299883,5783800
2024-03-14,284.2890625,286.89959150717556,282.44282053599045,286.8201669648593,5484500
2024-03-15,280.94403076171875,283.5148475680276,280.5469989140442,281.45023349357876,9845000
2024-03-18,282.9391174316406,284.11040224194016,281.1524590231505,281.76786291292854,4095600
2024-03-19,285.2220458984375,285.9267795371584,283.1375913151021,284.53715324546187,6595200
2024-03-20,287.1378173828125,287.7234446693191,284.5967771637106,285.50997769163257,6105000
2024-03-21,288.2196960449219,288.8053232379307,285.7679861126531,287.8226642537479,5057600
2024-03-22,281.162353515625,288.3387930213206,280.7950983636401,287.85243136507927,8743000
2024-03-25,279.1275329589844,281.4005831884288,277.96621418212914,280.9142215033856,8519200
2024-03-26,278.5220947265625,282.02595300527287,276.3483097865446,282.02595300527287,8752400
2024-03-27,276.9537353515625,279.1672322222413,274.92886417045054,278.17463761878446,5190700
2024-03-28,277.0133056640625,277.72797503422703,275.0678286031199,276.4276784469476,5844400
2024-04-01,276.21923828125,278.8099260721026,274.7402819444995,278.2838218271271,5084000
2024-04-02,276.3780517578125,277.26144522866997,274.92887207673397,275.9413076964051,6912300
2024-04-03,274.90899658203125,278.40294901971413,274.5119647936356,278.40294901971413,4536600
2024-04-04,271.970947265625,277.0133150034197,271.5342031751562,276.2986456091604,4018600
2024-04-05,275.08770751953125,275.9016121454803,272.9933169674919,274.05540055806193,4388100
2024-04-08,275.7030944824219,275.92146651297065,273.1124067431124,274.20426689585616,5542400
2024-04-09,274.6707763671875,275.9412962316989,271.295960816915,275.57404107977044,7314300
2024-04-10,272.4473876953125,274.7700555179492,272.0900378732845,273.38042908025005,5276000
2024-04-11,273.63848876953125,274.4325826729777,270.1644074573639,271.97093700967133,8102300
2024-04-12,273.9164123535156,274.94871927576156,272.03048856842486,273.50944491021113,9037900
2024-04-15,269.2711181640625,275.8520265843716,268.3380766216953,275.8321855931941,10267500
2024-04-16,269.3405456542969,272.0999573782401,268.16929131851566,268.5365464668892,8237100
2024-04-17,270.670654296875,271.9709509455872,269.4894641668866,271.2761225309164,5940900
2024-04-18,269.36041259765625,271.127229910704,267.8615849423748,270.55153832645533,8231800
2024-04-19,267.7821960449219,269.9857574831018,266.3032396402522,269.4596835055519,7826200
2024-04-22,270.3132629394531,271.7326961805057,267.36525588739323,268.9435078928846,6463700
2024-04-23,272.080078125,272.85433095552474,270.69045181043344,271.9808429030595,6438000
2024-04-24,272.9833984375,280.9043154822176,272.4573244293558,280.47750700782643,8807200
2024-04-25,273.12237548828125,274.1745235016619,268.4869446699591,270.94859055892607,8064600
2024-04-26,272.487060546875,274.7203984121185,271.8021678448736,272.97345250247145,6840600
2024-04-29,269.8269348144531,272.4374636756817,269.08248880269224,270.303391166951,4128600
2024-04-30,266.6208190917969,270.06512354124806,266.5910424656695,268.5266140386965,6376400
2024-05-01,265.3404235839844,268.9038349369009,264.7349250628265,266.1642638601328,6119900
2024-05-02,265.62823486328125,267.4744766299644,264.6753524984426,267.3553701208076,5061700
2024-05-03,266.5017395019531,267.45465221743143,264.52648575565934,267.00797248882685,3862000
2024-05-06,270.6507873535156,270.7599582213479,267.5737379846837,267.65313222569046,3958700
2024-05-07,274.4127197265625,275.82221751574315,270.8095961524408,271.69301996718076,6377100
2024-05-08,275.1373291015625,276.48724336236,272.88415002291373,275.7427973325297,9029700
2024-05-09,276.47735595703125,276.72550464974626,274.353188607428,274.7502204574544,8948800
2024-05-10,278.6610412597656,278.94890221977596,277.1721491302878,277.47985108038614,8986400
2024-05-13,277.3210144042969,280.0605548483829,277.0331534942896,279.37566216446567,10528400
2024-05-14,275.6832275390625,277.91656549460663,272.2389229026266,277.3706505554408,18526100
2024-05-15,279.4153747558594,279.64368241462614,275.0181880287932,275.0975822670349,21288400
2024-05-16,278.28173828125,280.80760306962935,277.70498130003926,280.1711522719471,10341500
2024-05-17,278.5403137207031,279.34580093658104,276.5514504029511,278.49057392917183,6177800
2024-05-20,276.989013671875,278.70936108700545,276.63100247980094,277.66521994311296,5460900
2024-05-21,274.4134521484375,276.87962345333244,273.3494028979425,276.4520250864545,6578200
2024-05-22,274.04547119140625,276.53155041109176,273.5880411123252,273.99576174607125,4202500
2024-05-23,272.7030334472656,275.8951509109638,271.5097031919294,273.70738889206376,6115900
2024-05-24,272.9615173339844,273.7073410262279,271.827881102549,273.47864118309855,4339700
2024-05-28,269.4710998535156,272.9317025783053,268.7252761148771,272.7030027209493,6212100
2024-05-29,267.3628845214844,269.6302178653023,266.76624979694935,267.5021195223067,5469700
2024-05-30,269.7892761230469,270.1274095669352,266.8159354033909,267.20377828733393,4903100
2024-05-31,270.9428405761719,271.2411882816471,267.51206957054944,269.92853121190575,8910000
2024-06-03,268.87445068359375,271.6091378868888,266.56736183228765,271.569352121136,4838800
2024-06-04,270.903076171875,271.469879132945,267.8103780426421,268.12860344553235,4188500
2024-06-05,272.97149658203125,273.3990949216572,270.5052950866656,272.00689663703406,5368700
2024-06-06,275.4973449707031,275.6067178822197,272.5538055201926,273.26979750171614,4862400
2024-06-07,277.1182556152344,278.76898529555547,275.3183065754593,276.1635794692708,4515600
2024-06-10,273.5084533691406,277.0088413894112,271.8576934065714,276.59119714628446,5213800
2024-06-11,273.14056396484375,273.32947806494644,270.7041942002741,273.01128299031564,6244600
2024-06-12,268.81475830078125,276.0542191592574,268.3970836744112,275.2288239337969,7536600
2024-06-13,269.679931640625,270.34618387627063,267.8203492414531,268.81478092850944,7361200
2024-06-14,269.15289306640625,270.0379215167237,267.77061840827577,268.5960137308329,8537300
2024-06-17,269.6600341796875,270.3163323391424,267.50210422387704,267.50210422387704,9258200
2024-06-18,272.09637451171875,272.3748141509043,269.78928587409854,269.78928587409854,6707500
2024-06-20,275.2785949707031,276.49180287841176,271.5793077724152,271.6688029851583,10164400
2024-06-21,273.6875,275.994588880644,273.05104913045085,275.6266539987818,14790200
2024-06-24,274.7614440917969,278.82869611797094,273.73718073850114,273.78692052802,24149600
2024-06-25,272.0068664550781,276.3823592988077,272.0068664550781,275.3083865548801,19897700
2024-06-26,272.0765075683594,272.93170422696085,270.23680293240903,271.39034729685545,12172000
2024-06-27,265.1055603027344,269.0832873584297,265.0160650856991,267.0148826424337,10529100
2024-06-28,261.00848388671875,267.1043549319423,259.79527602496427,265.71215665148134,13957300
2024-07-01,261.774169921875,264.2900807064185,259.84497015137896,262.32112552142905,7955800
2024-07-02,266.7364196777344,266.7364196777344,260.9388660054714,261.7741849725305,8697800
2024-07-03,267.4921569824219,268.24793473964473,266.6568380470075,267.5717285082586,5017800
2024-07-05,268.8545227050781,269.0434671438443,266.7463324911033,267.50211024616794,7986400
2024-07-08,264.91656494140625,269.9285085659803,264.4889666485092,268.7451325664608,8561100
2024-07-09,263.9619445800781,266.06018083426466,262.4504193687349,265.5132555555121,6431300
2024-07-10,261.5355224609375,262.0128605753722,257.07053408910565,257.67712282528214,9635500
2024-07-11,261.0879821777344,262.1619852088338,259.3079716158212,260.6703379360279,8803600
2024-07-12,264.2602233886719,265.91098335968013,262.1918191724018,262.868025325063,6627800
2024-07-15,266.9552001953125,267.7407793826839,263.77300663781455,264.1906813019493,6845200
2024-07-16,267.750732421875,268.7053783465395,265.88119598982394,267.0247863633221,7869900
